SC35M_4xHA_repli02_1021_90KB,/data/SC35M_4xHA_repli02_1021_90KB.fastq,/data/SC35M_4xHA.fasta,4xHA
SC35M_4xHA_repli03_1120_90KB,/data/SC35M_4xHA_repli03_1120_90KB.fastq,/data/SC35M_4xHA.fasta,4xHA
8-wt_S8_R1_001_90KB,/data/8-wt_S8_R1_001_90KB.fastq,/data/SC35M_WTWT.fasta,WT,WT
SC35M_WTWT_repli01_0120_90KB,/data/SC35M_WTWT_repli01_0120_90KB.fastq,/data/SC35M_WTWT.fasta,WT
